short_name,position,overall,wage_eur,age,height_cm,weight_kg,club_name,nationality_name
N. Gorosito,Defense,65,3000.0,32,186,79,AD Alcorcón,Argentina
E. Nevitt,Offense,57,2000.0,24,183,75,Tranmere Rovers,England
A. Werner,GoalKeeper,70,8000.0,25,191,85,Elche CF,Argentina
N. Rabha,Defense,48,500.0,24,176,66,NorthEast United FC,India
K. Walker-Peters,Defense,77,41000.0,24,174,64,Southampton,England
M. Pašalić,Midfield,78,48000.0,26,188,82,Atalanta,Croatia
L. Alessandra,Offense,63,3000.0,32,175,73,Carlisle United,England
C. Rius,Midfield,71,8000.0,32,175,71,Atlético Tucumán,Argentina
Lucas João,Offense,73,25000.0,27,193,80,Reading,Portugal
A. Emakhu,Offense,49,500.0,17,172,72,Shamrock Rovers,Republic of Ireland
K. Singh,GoalKeeper,54,500.0,25,185,80,Odisha FC,India
J. Dátolo,Midfield,71,8000.0,37,179,77,Club Atlético Banfield,Argentina
B. Kallman,Defense,64,2000.0,30,188,86,Minnesota United FC,United States
D. Durán,Defense,59,500.0,19,182,80,Club Independiente Santa Fe,Colombia
W. George,Midfield,59,2000.0,19,172,65,KAA Gent,Belgium
K. Corredor,Offense,57,800.0,20,182,72,Rodez Aveyron Football,France
L. Modrić,Midfield,87,190000.0,35,172,66,Real Madrid CF,Croatia
Raúl García,Midfield,80,36000.0,34,184,83,Athletic Club de Bilbao,Spain
O. Threlkeld,Defense,63,4000.0,27,182,75,Bradford City,England
Y. Jaeschke,Offense,62,550.0,27,184,79,TSV Havelse,Germany
N. Gavory,Defense,73,13000.0,26,183,79,Standard de Liège,France
G. Lovrencsics,Defense,70,600.0,32,177,75,Hajduk Split,Hungary
V. Agardius,Defense,65,2000.0,31,181,78,IFK Norrköping,Sweden
J. Léa Siliki,Midfield,71,25000.0,25,183,73,Middlesbrough,Cameroon
I. Zlobin,GoalKeeper,68,3000.0,24,191,84,Futebol Clube de Famalicão,Russia
E. Franco,GoalKeeper,66,500.0,20,183,78,Club Sporting Cristal,Peru
J. Justin,Defense,77,64000.0,23,183,80,Leicester City,England
Iñaki Williams,Offense,81,39000.0,27,186,80,Athletic Club de Bilbao,Spain
B. Al Bahrani,GoalKeeper,54,3000.0,26,175,78,Al Fateh,Saudi Arabia
T. Chunchukov,Offense,63,3000.0,26,187,75,Sepsi OSK Sf. Gheorghe,Bulgaria
G. Nnachi,Midfield,58,500.0,19,179,63,Sociedad Deportiva Aucas,Ecuador
B. Nokoue,Defense,63,3000.0,19,180,70,AS Saint-Étienne,Cameroon
F. Guerrero Iturri,Defense,59,500.0,19,175,70,Deportivo Pasto,Colombia
J. Veerman,Midfield,77,10000.0,22,185,75,SC Heerenveen,Netherlands
H. Appiah Tawiah,Defense,57,800.0,22,191,83,Vegalta Sendai,Japan
S. Bajic,GoalKeeper,65,2000.0,19,191,84,AS Saint-Étienne,France
Santi da Bruma,Midfield,72,11000.0,25,172,67,Bahia,Brazil
Á. Correa,Midfield,83,80000.0,26,171,70,Atlético de Madrid,Argentina
Jessé Ferdeira,Defense,69,8000.0,29,181,80,Associação Chapecoense de Futebol,Brazil
M. Parker,Defense,58,1000.0,22,183,82,Motherwell,England
M. Eisa,Offense,66,4000.0,26,183,70,Milton Keynes Dons,Sudan
C. Stuani,Offense,76,14000.0,34,186,76,Girona FC,Uruguay
J. Sesay,Midfield,55,800.0,18,182,74,SV Darmstadt 98,Germany
A. Jenssen,Defense,61,900.0,27,185,84,Tromsø IL,Norway
C. Eastmond,Midfield,62,2000.0,30,183,75,Sutton United,England
S. Stevens,GoalKeeper,67,2000.0,29,194,93,SC Cambuur,Netherlands
I. Reyes,Defense,65,2000.0,21,179,75,Puebla FC,Mexico
A. Aydın,Midfield,56,2000.0,20,185,73,GZT Giresunspor,Turkey
K. de la Fuente,Offense,72,16000.0,19,170,63,Olympique de Marseille,United States
F. Santander,Offense,71,21000.0,30,187,84,Bologna,Paraguay
N. Prabhu,Defense,48,500.0,20,176,68,Hyderabad FC,India
Liao Chengjian,Defense,53,1000.0,27,182,75,Shijiazhuang Ever Bright F.C.,China PR
T. Chancalay,Midfield,75,12000.0,22,179,74,Racing Club,Argentina
D. Padelli,GoalKeeper,73,7000.0,35,191,82,Udinese Calcio,Italy
A. Bouzat,Offense,71,11000.0,27,169,72,Vélez Sarsfield,Argentina
F. Milo,Defense,69,6000.0,29,180,72,Club Atlético Aldosivi,Argentina
Fran Vélez,Defense,70,500.0,30,182,79,Panathinaikos FC,Spain
Lee Bum Young,GoalKeeper,61,2000.0,32,197,93,Jeonbuk Hyundai Motors,Korea Republic
M. Dupé,GoalKeeper,72,5000.0,28,186,85,Toulouse Football Club,France
M. Heylen,Defense,68,4000.0,27,187,82,Sparta Rotterdam,Belgium
O. Fisher,Defense,63,2000.0,29,175,70,LA Galaxy,Jamaica
A. Poplevchenkov,GoalKeeper,52,3000.0,21,197,84,Spartak Moskva,Russia
L. Štulac,Defense,72,29000.0,26,175,70,Empoli,Slovenia
J. Beauguel,Offense,73,1000.0,29,196,98,FC Viktoria Plzeň,France
A. Arias,Defense,68,500.0,25,164,64,FBC Melgar,Peru
A. Westwood,Defense,78,36000.0,31,175,73,Burnley,England
Gérson Damesio,Defense,74,30000.0,29,182,80,Flamengo,Brazil
Jorge Ortiz,Midfield,68,1000.0,29,175,67,FC Goa,Spain
Cote,Defense,77,26000.0,31,182,77,CA Osasuna,Spain
C. Paterson,Offense,69,4000.0,26,187,76,Sheffield Wednesday,Scotland
Cristo Romero,Defense,68,3000.0,21,173,62,Real Sociedad B,Spain
D. Muñoz,Defense,76,15000.0,25,180,73,KRC Genk,Colombia
A. Evans,Midfield,61,2000.0,22,186,80,Bristol Rovers,England
A. Derviševič,Defense,67,1000.0,28,195,88,SC East Bengal FC,Slovenia
R. Toledo,Midfield,66,500.0,31,175,74,Guaireña FC,Paraguay
V. Alvarado,Defense,69,4000.0,28,184,77,Inter Miami CF,United States
A. Martial,Midfield,81,130000.0,25,184,76,Manchester United,France
P. Testroet,Offense,72,8000.0,30,186,86,SV Sandhausen,Germany
M. Al Haidari,GoalKeeper,57,4000.0,25,188,76,Al Fayha,Saudi Arabia
T. Holeš,Defense,77,1000.0,28,180,73,SK Slavia Praha,Czech Republic
R. Mak,Offense,71,800.0,30,179,78,Ferencvárosi TC,Slovakia
N. Dams,Defense,65,1000.0,31,184,78,Borussia Dortmund II,Germany
K. Dennis,Offense,62,2000.0,31,180,75,St. Mirren,England
Vivian,Defense,71,11000.0,21,183,83,Athletic Club de Bilbao,Spain
M. Helik,Defense,73,30000.0,25,191,80,Barnsley,Poland
L. Varaldo,Offense,61,2000.0,19,176,69,Club Atlético Lanús,Argentina
A. Andersen,Defense,64,3000.0,30,189,84,Odense Boldklub,Denmark
Nuno da Costa,Offense,70,28000.0,30,182,70,Stade Malherbe Caen,Cape Verde Islands
Alex Vallejo,Defense,66,3000.0,29,191,72,Huddersfield Town,Spain
N. Castrillón,Defense,66,650.0,25,187,70,Club Deportes Tolima,Colombia
D. Janevski,Defense,57,800.0,28,187,82,Mjøndalen IF,Sweden
J. Pickford,GoalKeeper,83,83000.0,27,185,77,Everton,England
M. Bozinovski,Defense,51,1000.0,20,195,90,Melbourne Victory,North Macedonia
C. Wooh,Defense,65,3000.0,19,191,90,Racing Club de Lens,France
V. Lund,Defense,53,800.0,18,183,73,F.C. København,Denmark
Samuel Portugal,GoalKeeper,71,5000.0,27,188,80,Portimonense SC,Brazil
H. Lindley,Defense,57,2000.0,18,182,70,Aston Villa,England
Y. Magnin,Defense,68,6000.0,24,183,71,Clermont Foot 63,France
R. Redes,Offense,66,2000.0,21,175,75,Austin FC,Paraguay
S. Simič,Defense,70,600.0,26,189,79,Hajduk Split,Czech Republic
S. Kaya,Defense,68,6000.0,30,183,80,Yeni Malatyaspor,Turkey
D. Djurić,Midfield,61,700.0,36,181,76,Halmstads BK,Sweden
E. Méndez,Defense,70,6000.0,32,186,82,Arsenal de Sarandí,Argentina
M. Halaïmia,Defense,67,4000.0,24,180,74,K Beerschot VA,Algeria
K. Pedersen,Defense,72,15000.0,26,191,83,Birmingham City,Denmark
D. Sambissa,Defense,64,2000.0,25,177,70,SC Cambuur,Gabon
A. Thomas,GoalKeeper,56,850.0,22,188,88,Seattle Sounders FC,Russia
B. Pearson,Defense,75,30000.0,26,176,71,AFC Bournemouth,England
H. Valdimarsson,GoalKeeper,53,500.0,19,188,80,IF Elfsborg,Iceland
Enzo Marteiro,GoalKeeper,74,24000.0,29,191,80,Flamengo,Brazil
M. Kuttin,GoalKeeper,67,5000.0,27,194,94,RZ Pellets Wolfsberger AC,Austria
K. Arnstad,Midfield,61,500.0,17,168,60,RSC Anderlecht,Norway
S. Agüero,Offense,87,260000.0,33,173,70,FC Barcelona,Argentina
K. Misao,Defense,72,7000.0,25,181,73,Kashima Antlers,Japan
J. Burroughs,Defense,62,3000.0,20,188,80,Ross County FC,Scotland
A. Keita,GoalKeeper,69,2000.0,34,185,75,Östersunds FK,Guinea
A. Lucoqui,Defense,71,12000.0,23,180,79,1. FSV Mainz 05,Angola
H. Leaños,Defense,65,500.0,31,175,66,Club Deportivo Guabirá,Bolivia
N. Previtali,Defense,62,500.0,25,184,81,Independiente del Valle,Argentina
Joshuando Sá,Defense,75,22000.0,25,182,81,Santos,Brazil
D. Špikić,Offense,69,500.0,22,183,79,Dinamo Zagreb,Croatia
S. Plaza,Offense,66,500.0,22,187,80,Independiente del Valle,Ecuador
F. Palmowski,GoalKeeper,61,3000.0,20,185,78,Hertha BSC,Germany
T. Vecino,Offense,65,500.0,22,183,78,Club Nacional de Football,Uruguay
T. Archibald,Offense,60,2000.0,23,180,70,Leyton Orient,Scotland
A. Mehremić,Defense,66,2000.0,29,189,85,Wisła Kraków,Bosnia and Herzegovina
Y. van Osch,GoalKeeper,70,5000.0,24,183,73,Fortuna Sittard,Netherlands
T. Dzvukamanja,Offense,66,500.0,27,178,66,Orlando Pirates,Zimbabwe
R. Laursen,Defense,66,4000.0,29,182,79,Odense Boldklub,Denmark
W. Mejía,Midfield,62,7000.0,22,183,74,Club Atlético de San Luis,Mexico
W. Troost-Ekong,Defense,73,36000.0,27,191,82,Watford,Nigeria
R. Quaison,Midfield,74,28000.0,27,183,77,Ettifaq FC,Sweden
S. Mavididi,Midfield,76,22000.0,23,182,71,Montpellier Hérault SC,England
Elgezabal,Defense,66,2000.0,28,185,74,Burgos CF,Spain
A. Dioussé,Defense,70,15000.0,23,175,68,AS Saint-Étienne,Senegal
K. Demirbay,Defense,79,55000.0,27,183,73,Bayer 04 Leverkusen,Germany
R. Piscopo,Midfield,70,3000.0,23,175,69,Wellington Phoenix,Australia
K. Watts,Defense,65,6000.0,21,192,75,Wigan Athletic,England
Mula,Midfield,69,4000.0,24,178,70,CF Fuenlabrada,Spain
A. Mehmeti,Midfield,63,2000.0,20,180,70,Wycombe Wanderers,Albania
A. Olusanya,Offense,59,500.0,21,183,76,HJK Helsinki,Finland
N. Orsini,Offense,74,16000.0,26,191,92,Boca Juniors,Argentina
Zhong Jinbao,Midfield,60,2000.0,26,181,69,Henan Songshan Longmen FC,China PR
C. Zady Sery,Midfield,66,2000.0,21,177,72,Stade Malherbe Caen,Côte d'Ivoire
R. Ispas,Defense,53,2000.0,20,178,70,Sepsi OSK Sf. Gheorghe,Romania
E. Cañete,Midfield,71,8000.0,22,175,74,Unión de Santa Fe,Argentina
Hwang Ui Jo,Midfield,76,29000.0,28,185,82,FC Girondins de Bordeaux,Korea Republic
E. Audero,GoalKeeper,78,14000.0,24,192,83,U.C. Sampdoria,Italy
M. Mahi,Offense,70,10000.0,27,181,69,FC Utrecht,Morocco
T. Gunte,Defense,62,700.0,24,194,82,FC Viktoria 1889 Berlin,Germany
J. Dixon,GoalKeeper,63,2000.0,27,193,72,Bolton Wanderers,England
C. Vásquez,Defense,65,500.0,21,177,71,Universidad Técnica de Cajamarca,Peru
M. Malone,Midfield,67,6000.0,20,187,85,1. FC Heidenheim 1846,Germany
Yang Shuai,Defense,58,1000.0,24,187,88,Chongqing Liangjiang Athletic,China PR
J. Cajuste,Defense,72,15000.0,21,188,77,FC Midtjylland,Sweden
S. Robertson,Defense,62,4000.0,19,172,64,Crewe Alexandra,Scotland
E. Iversen,Midfield,57,8000.0,20,167,66,Everton,Norway
G. Gardner,Midfield,69,11000.0,29,186,82,Birmingham City,England
I. Belfodil,Offense,74,40000.0,29,192,86,Hertha BSC,Algeria
D. Mihailovic,Midfield,73,7000.0,22,178,69,Club de Foot Montréal,United States
M. Diallo,Offense,65,2000.0,26,177,72,Grenoble Foot 38,Senegal
Iván Azón,Offense,68,2000.0,18,182,78,Real Zaragoza,Spain
M. Påhlsson,GoalKeeper,56,500.0,22,183,80,Halmstads BK,Sweden
K. Rosa,GoalKeeper,59,1000.0,26,191,88,Wisła Kraków,Poland
K. Piscopo,Offense,61,7000.0,23,181,78,Empoli,Italy
M. Mimaroğlu,Offense,68,8000.0,26,178,73,Adana Demirspor,Turkey
Ayrton,Defense,75,37000.0,24,180,72,Spartak Moskva,Brazil
Estevão Candeira,Defense,75,29000.0,25,176,73,Flamengo,Brazil
D. Kadah,Midfield,69,6000.0,35,188,80,Altay SK,Turkey
W. Corozo,Offense,67,5000.0,22,180,66,Club Universidad Nacional,Ecuador
F. Schneider,Midfield,58,2000.0,18,184,73,1. FC Union Berlin,Germany
C. Akolo,Offense,70,4000.0,26,172,72,Amiens SC,Congo DR
H. Martín,Offense,76,48000.0,28,177,80,Club América,Mexico
W. Brama,Defense,70,6000.0,34,176,77,FC Twente,Netherlands
Óscar Pinchi,Midfield,64,2000.0,25,171,62,Unión Deportiva Las Palmas,Spain
A. Gignac,Offense,81,50000.0,35,189,85,Tigres U.A.N.L.,France
P. Pentz,GoalKeeper,72,9000.0,24,182,81,FK Austria Wien,Austria
Wiliam Santinho,GoalKeeper,71,10000.0,25,195,91,Fluminense,Brazil
M. Al Nakhilan,Defense,52,1000.0,19,177,70,Al Faisaly,Saudi Arabia
O. Maritu,Offense,60,1000.0,21,182,80,Shijiazhuang Ever Bright F.C.,Congo DR
S. Sensi,Defense,80,95000.0,25,168,62,Inter,Italy
L. Brassier,Defense,69,6000.0,21,184,78,Stade Brestois 29,France
R. Grant,Defense,72,7000.0,30,176,79,Sydney FC,Australia
C. Operi,Defense,65,5000.0,24,183,78,KAA Gent,Côte d'Ivoire
Ö. Kristinsson,GoalKeeper,69,500.0,32,192,89,Olympiacos CFP,Iceland
C. Theisen,Midfield,60,800.0,28,187,75,FC Viktoria 1889 Berlin,Germany
M. Xantippe,Defense,57,550.0,19,183,70,Amiens SC,France
R. Pyke,Midfield,59,2000.0,23,175,65,Shrewsbury Town,England
Gustavo Sauer,Midfield,72,13000.0,28,181,77,Boavista FC,Brazil
A. Januzaj,Midfield,81,45000.0,26,186,76,Real Sociedad,Belgium
Igor Coronado,Midfield,76,38000.0,28,170,65,Al Ittihad,Brazil
P. Gozzi,Defense,60,6000.0,20,187,74,CF Fuenlabrada,Italy
I. Chatzitheodoridis,Defense,66,500.0,23,171,67,Panathinaikos FC,Greece
H. Cummings,Defense,69,500.0,29,183,94,Club Always Ready,Panama
H. Mörschel,Midfield,67,5000.0,23,190,75,SG Dynamo Dresden,Dominican Republic
B. Voll,GoalKeeper,58,950.0,20,195,85,F.C. Hansa Rostock,Germany
Fran Sol,Offense,73,950.0,29,182,79,SD Eibar,Spain
J. Jankto,Midfield,74,22000.0,25,180,74,Getafe CF,Czech Republic
Cho Yu Min,Defense,65,1000.0,24,182,79,Suwon FC,Korea Republic
F. de Keijzer,GoalKeeper,62,1000.0,21,193,83,FC Utrecht,Netherlands
C. Grant,Defense,66,4000.0,26,184,76,Plymouth Argyle,England
L. Cullen,Offense,64,6000.0,22,178,66,Swansea City,Wales
J. Shea,GoalKeeper,66,3000.0,30,181,76,Luton Town,England
H. Chapman,Offense,66,12000.0,23,172,70,Burton Albion,England
Aridane,Defense,77,26000.0,32,186,77,CA Osasuna,Spain
Bruno,Defense,69,6000.0,31,185,86,CD Leganés,Spain
M. Kallesøe,Defense,67,4000.0,24,193,80,Randers FC,Denmark
M. Roerslev,Defense,67,12000.0,22,184,67,Brentford,Denmark
D. Starkl,Offense,63,3000.0,27,176,70,FC Flyeralarm Admira,Austria
L. Brown,Defense,65,3000.0,30,183,79,Portsmouth,England
A. Qasem,Midfield,53,500.0,17,178,72,IF Elfsborg,Sweden
G. Alanís,Defense,68,5000.0,27,186,73,Club Atlético Sarmiento,Argentina
M. Gaus,Defense,69,9000.0,31,183,80,FC Ingolstadt 04,Germany
O. Karnezis,GoalKeeper,73,13000.0,35,190,81,LOSC Lille,Greece
E. Farías,Defense,66,1000.0,32,179,72,Club de Deportes Cobresal,Chile
A. Doldán,Defense,67,3000.0,24,178,72,Gallos Blancos de Querétaro,Paraguay
J. Barrera,Midfield,73,2000.0,25,171,73,Atlético Nacional,Colombia
E. Brignola,Offense,68,6000.0,21,168,71,Benevento,Italy
T. Simpson,Offense,58,1000.0,19,186,81,Swindon Town,England
C. Olivos,Defense,59,500.0,18,180,71,Universidad Técnica de Cajamarca,Peru
J. Williams,Midfield,70,15000.0,24,185,80,Bristol City,England
Rubén Díez,Midfield,69,5000.0,27,166,62,CD Tenerife,Spain
K. Skibicki,Defense,62,1000.0,19,175,66,Legia Warszawa,Poland
M. Maroši,GoalKeeper,67,3000.0,27,190,80,Shrewsbury Town,Slovakia
T. Leigh,Midfield,55,650.0,21,185,75,Accrington Stanley,England
M. Sarıkaya,Defense,58,3000.0,19,182,72,Yeni Malatyaspor,Turkey
J. Tolkin,Defense,63,500.0,18,170,61,New York Red Bulls,United States
C. Gordon,GoalKeeper,68,2000.0,38,193,83,Heart of Midlothian,Scotland
D. Boyata,Defense,78,42000.0,30,188,84,Hertha BSC,Belgium
K. Balanta,Defense,70,6000.0,24,181,73,Gallos Blancos de Querétaro,Colombia
G. Fofana,Defense,67,6000.0,28,184,78,CFR Cluj,France
K. Ioka,GoalKeeper,57,600.0,23,186,79,Vegalta Sendai,Japan
R. Manrique,Defense,60,500.0,22,181,70,Aragua Fútbol Club,Venezuela
M. Pereyra,Midfield,76,9000.0,31,170,66,Orlando City Soccer Club,Uruguay
M. Wørts,Defense,57,550.0,22,185,75,Mjällby AIF,Denmark
I. Harkes,Midfield,65,2000.0,26,180,73,Dundee United,United States
J. McArthur,Defense,75,46000.0,33,178,66,Crystal Palace,Scotland
C. Boyce-Clarke,GoalKeeper,59,500.0,18,191,79,Reading,England
K. Serber,Midfield,63,2000.0,22,172,70,Toulouse Football Club,France
C. Piccini,Defense,75,29000.0,28,189,86,Valencia CF,Italy
I. Aliseda,Midfield,72,5000.0,21,169,69,Chicago Fire Football Club,Argentina
H. Parsons,Offense,53,1000.0,18,185,78,Swindon Town,England
A. Konstantopoulos,Defense,61,600.0,18,191,77,K Beerschot VA,Greece
M. Jay,Midfield,65,4000.0,25,169,64,Exeter City,England
Sergi Darder,Defense,79,24000.0,27,180,71,RCD Espanyol de Barcelona,Spain
M. Horvat,Defense,63,2000.0,22,180,80,TSV Egger Glas Hartberg,Croatia
M. Titsch Rivero,Midfield,65,1000.0,31,182,76,Hallescher FC,Germany
N. Nkounkou,Defense,62,8000.0,20,180,78,Standard de Liège,France
R. Bozinovski,Midfield,51,500.0,16,173,68,Western United FC,Australia
R. Czichos,Defense,72,18000.0,31,187,86,1. FC Köln,Germany
S. Mockenhaupt,Defense,66,3000.0,29,187,84,SV Wehen Wiesbaden,Germany
A. Živković,Offense,76,1000.0,24,169,68,PAOK,Serbia
I. Mbaye,Defense,72,20000.0,26,188,70,Bologna,Senegal
Z. Emmerson,Offense,55,2000.0,16,183,71,Brighton & Hove Albion,England
R. Babel,Midfield,75,47000.0,34,185,85,Galatasaray SK,Netherlands
M. Tokich,Midfield,55,600.0,22,187,72,Mjällby AIF,Australia
H. Hateboer,Defense,81,55000.0,27,185,72,Atalanta,Netherlands
F. Kruspzky,Midfield,60,600.0,18,181,74,Arsenal de Sarandí,Argentina
T. Knipping,Defense,68,7000.0,28,191,90,SG Dynamo Dresden,Germany
E. Gyasi,Offense,67,7000.0,27,181,70,Spezia,Ghana
A. Pattison,Midfield,62,2000.0,23,173,70,Harrogate Town,England
D. Matsuoka,Defense,64,850.0,20,170,65,Shimizu S-Pulse,Japan
J. Leca,GoalKeeper,75,13000.0,35,180,75,Racing Club de Lens,France
Mollejo,Midfield,70,18000.0,20,176,63,CD Tenerife,Spain
M. Marzouq,Defense,52,1000.0,19,173,68,Al Tai,Saudi Arabia
Unai Veiga,Midfield,64,2000.0,22,189,84,Unión Deportiva Las Palmas,Spain
A. Gomes,Midfield,71,15000.0,20,168,56,LOSC Lille,England
Fidalgo,Midfield,72,27000.0,24,172,67,Club América,Spain
A. Arnarson,Defense,61,850.0,25,180,73,Tromsø IL,Iceland
B. Diallo,Defense,64,2000.0,30,183,78,FC U Craiova 1948,France
J. Pohjanpalo,Offense,73,39000.0,26,186,83,Çaykur Rizespor,Finland
F. Bilbija,Midfield,65,4000.0,21,189,78,FC Ingolstadt 04,Germany
T. Muschkowski,Offense,55,550.0,20,182,72,FC Viktoria 1889 Berlin,Germany
M. Harris,Offense,62,6000.0,22,182,75,Cardiff City,Wales
D. Ferguson,Defense,62,2000.0,27,178,76,Hartlepool United,England
A. Morelos,Offense,76,51000.0,25,177,79,Rangers FC,Colombia
R. Baturina,Offense,65,500.0,21,187,84,Lech Poznań,Croatia
Y. Keitel,Defense,65,5000.0,21,186,85,Sport-Club Freiburg,Germany
L. Cavallini,Offense,73,9000.0,28,182,89,Vancouver Whitecaps FC,Canada
C. Villanueva,Midfield,74,4000.0,35,173,73,Club Deportivo Palestino,Chile
D. Murnane,Defense,60,550.0,26,178,74,Newcastle Jets,Australia
D. Ings,Offense,81,90000.0,28,178,73,Aston Villa,England
J. Singh,Midfield,58,650.0,29,163,60,SC East Bengal FC,India
Borja Lasso,Midfield,68,4000.0,27,177,70,CD Tenerife,Spain
M. Salas,Midfield,70,8000.0,23,172,75,Club Necaxa,Argentina
O. Haddadi,Defense,68,6000.0,29,184,85,Yeni Malatyaspor,Tunisia
B. Samba,GoalKeeper,73,28000.0,27,186,79,Nottingham Forest,Congo
A. Brown,Defense,54,1000.0,19,190,87,FC Lausanne-Sport,England
Ricardo Horta,Offense,79,20000.0,26,173,63,SC Braga,Portugal
F. Madrigal,Defense,68,16000.0,29,175,68,Club América,Mexico
M. Sagnan,Defense,72,17000.0,22,187,77,CD Tondela,France
B. Héry,Midfield,61,700.0,29,175,72,Derry City,Madagascar
C. Immobile,Offense,87,125000.0,31,185,85,Lazio,Italy
C. Huanca,Offense,61,1000.0,20,184,70,CD Huachipato,Chile
F. Sachpekidis,Offense,62,850.0,23,180,76,Kalmar FF,Sweden
Diogo Jota,Offense,82,120000.0,24,178,73,Liverpool,Portugal
M. Al Najai,Defense,60,3000.0,27,182,69,Damac FC,Saudi Arabia
B. Roco,Defense,54,500.0,17,170,65,CD Huachipato,Chile
J. Akinde,Offense,63,2000.0,31,188,87,Gillingham,England
M. Henriksen,Defense,73,7000.0,28,187,80,Rosenborg BK,Norway
O. Olomola,Offense,59,2000.0,23,180,80,Hartlepool United,England
M. Lercher,Defense,64,3000.0,25,177,70,SV Ried,Austria
D. Dianessy,Midfield,63,1000.0,25,182,66,Pau FC,France
Francés,Defense,69,1000.0,18,180,70,Real Zaragoza,Spain
J. Ebobisse,Midfield,71,6000.0,24,183,79,San Jose Earthquakes,United States
S. Nicholson,Offense,71,10000.0,24,192,83,Royal Charleroi S.C.,Jamaica
A. López,Defense,60,5000.0,24,172,66,Club América,Guatemala
K. Sow,Defense,54,600.0,18,198,80,FC Lausanne-Sport,Switzerland
D. Kother,Offense,66,4000.0,21,180,67,Karlsruher SC,Germany
F. Ladapo,Offense,67,5000.0,28,185,79,Rotherham United,England
Y. Kawai,Midfield,66,2000.0,31,166,59,Shimizu S-Pulse,Japan
V. van Crooij,Midfield,69,5000.0,25,177,70,Sparta Rotterdam,Netherlands
A. Łyszczarz,Midfield,59,1000.0,21,177,69,Śląsk Wrocław,Poland
J. Akintunde,Offense,57,600.0,25,175,75,Derry City,England
E. Horvath,GoalKeeper,71,22000.0,26,195,83,Nottingham Forest,United States
Ivo,Midfield,75,15000.0,34,173,65,Henan Songshan Longmen FC,Brazil
E. Hovland,Defense,68,3000.0,32,191,90,Rosenborg BK,Norway
P. Dummett,Defense,74,32000.0,29,183,82,Newcastle United,Wales
L. Heredia,Midfield,72,9000.0,25,185,79,Atlético Tucumán,Argentina
S. Gussiås,Offense,64,1000.0,21,183,82,Sandefjord Fotball,Norway
S. Luštica,Defense,62,700.0,30,174,70,Western United FC,Australia
D. Abels,Defense,69,4000.0,24,179,77,Sparta Rotterdam,Netherlands
T. Peyre,Defense,68,6000.0,28,184,75,KV Mechelen,France
J. Greenidge,Offense,58,2000.0,21,193,78,Newport County,England
S. Tigges,Offense,66,13000.0,22,193,90,Borussia Dortmund,Germany
M. Kuhn,Defense,65,2000.0,29,178,76,Türkgücü München,Germany
L. Berdugo,Midfield,56,500.0,19,176,69,Junior FC,Colombia
M. Trmal,GoalKeeper,69,3000.0,22,192,80,Vitória de Guimarães,Czech Republic
J. Hammar,Defense,63,1000.0,27,197,84,BK Häcken,Sweden
Iago Aspas,Offense,84,46000.0,33,176,67,RC Celta de Vigo,Spain
M. Bulic,GoalKeeper,50,500.0,19,177,72,Melbourne Victory,Australia
R. Civelek,Defense,67,5000.0,25,171,65,Yukatel Kayserispor,Turkey
J. Ngankam,Midfield,68,13000.0,20,182,80,SpVgg Greuther Fürth,Germany
C. Jennings,Offense,56,1000.0,24,180,75,Los Angeles FC,United States
B. Wilmot,Defense,67,6000.0,21,188,80,Stoke City,England
A. Skúlason,Defense,69,4000.0,34,170,64,IFK Norrköping,Iceland
P. McEleney,Midfield,67,2000.0,28,180,84,Dundalk FC,Republic of Ireland
D. Richards,GoalKeeper,61,1000.0,27,181,78,Crewe Alexandra,Wales
T. Akindele,Offense,67,4000.0,29,185,77,Orlando City Soccer Club,Canada
A. Yasin,Midfield,68,3000.0,30,185,77,Örebro SK,Iraq
H. Çiftçi,Defense,64,1000.0,23,177,73,1. FC Kaiserslautern,Turkey
M. Holzer,Offense,60,3000.0,22,186,77,RZ Pellets Wolfsberger AC,Austria
Sandro Maceira,Midfield,69,8000.0,29,178,74,Club Athletico Paranaense,Brazil
M. Rashica,Midfield,77,38000.0,25,177,73,Norwich City,Kosovo
L. Dvali,Defense,68,500.0,26,191,80,Ferencvárosi TC,Georgia
W. Al Enazi,GoalKeeper,55,3000.0,24,191,69,Al Fateh,Saudi Arabia
A. Acosta,Defense,65,3000.0,33,170,72,Fútbol Club Juárez,Mexico
C. Hourihane,Defense,74,49000.0,30,180,62,Sheffield United,Republic of Ireland
D. Avdijaj,Midfield,67,3000.0,24,172,70,TSV Egger Glas Hartberg,Kosovo
T. Jansen,GoalKeeper,60,550.0,19,192,75,Feyenoord,Netherlands
B. Osayi-Samuel,Midfield,73,31000.0,23,175,72,Fenerbahçe SK,Nigeria
B. Iglesias,Midfield,53,650.0,18,171,65,Universidad Católica,Chile
N. Al Saadi,Midfield,52,2000.0,20,176,58,Abha Club,Saudi Arabia
B. Olivera,Midfield,68,5000.0,27,169,65,Gallos Blancos de Querétaro,Uruguay
G. Guiffrey,Defense,67,5000.0,23,182,74,Gimnasia y Esgrima La Plata,Argentina
Pablo Gálvez,Midfield,63,3000.0,19,185,78,RCD Mallorca,Spain
Lee Chung Yong,Midfield,71,8000.0,32,180,70,Ulsan Hyundai FC,Korea Republic
J. Dos Santos,Midfield,74,12000.0,29,178,79,Gallos Blancos de Querétaro,Uruguay
